date,ticker,open,high,low,close,volume,daily_return,log_return,return_lag_1,return_lag_3,return_lag_5,sma_5,sma_10,sma_20,sma_50,rsi,macd,macd_signal,macd_histogram,direction
2023-01-19,AAPL,293.79,295.77,293.27,293.42,4841815,-0.0020406775049315318,-0.0020427625243221127,-0.00271352011396786,-0.004127655290446008,0.000671163461861024,295.402,297.047,,,30.01631321370337,-0.8965939194077919,-0.3108769437619659,-0.585716975645826,0
2023-01-20,AAPL,296.45,297.9,295.88,296.3,2079188,0.009815281848544632,0.009767424868021476,-0.0020406775049315318,-0.006537269173743088,-0.0006707133035983581,295.06399999999996,296.742,,,43.32892998679007,-0.8510652771735181,-0.41891461044427636,-0.43215066672924174,1
2023-01-23,AAPL,296.07,296.89,295.43,295.84,3635923,-0.001552480593992711,-0.001553686940704977,0.009815281848544632,-0.00271352011396786,-0.004127655290446008,294.88,296.486,,,37.43944636678191,-0.8423910956261125,-0.5036099074806436,-0.33878118814546887,0
2023-01-24,AAPL,294.71,295.29,292.99,293.55,2819415,-0.0077406706327743935,-0.007770785128619708,-0.001552480593992711,-0.0020406775049315318,-0.006537269173743088,294.62600000000003,295.888,,,35.084306095979386,-1.0086732485946754,-0.60462257570345,-0.4040506728912254,0
2023-01-25,AAPL,294.38,295.85,293.69,294.29,1610703,0.0025208652699710843,0.0025176932188736767,-0.0077406706327743935,0.009815281848544632,-0.00271352011396786,294.68,295.51800000000003,,,34.01450230718537,-1.0684250978025602,-0.6973830801232721,-0.3710420176792881,1
2023-01-26,AAPL,295.48,296.41,295.27,296.4,4544781,0.007169798498080082,0.007144217692863214,0.0025208652699710843,-0.001552480593992711,-0.0020406775049315318,295.276,295.339,,,41.35910954891606,-0.9347443517654597,-0.7448553344517096,-0.18988901731375007,1
2023-01-27,AAPL,296.57,298.05,296.35,297.33,3208067,0.0031376518218624305,0.0031327396647950418,0.007169798498080082,-0.0077406706327743935,0.009815281848544632,295.482,295.27299999999997,296.963,,46.86217008797654,-0.7451683330552896,-0.7449179341724257,-0.00025039888286393364,1
2023-01-30,AAPL,297.0,298.8,296.96,297.26,1534651,-0.0002354286483031709,-0.00023545636597783364,0.0031376518218624305,0.0025208652699710843,-0.001552480593992711,295.766,295.323,296.90999999999997,,42.90181363352096,-0.5937322120367412,-0.7146807897452888,0.12094857770854761,0
2023-01-31,AAPL,295.96,296.66,295.49,296.27,3188931,-0.003330417816053366,-0.003335976001619341,-0.0002354286483031709,0.007169798498080082,-0.0077406706327743935,296.31,295.46799999999996,296.75,,44.43005181347139,-0.547293858394994,-0.6812034034752299,0.1339095450802359,0
2023-02-01,AAPL,294.65,296.04,294.63,295.97,2689693,-0.001012589867350533,-0.0010131028828156768,-0.003330417816053366,0.0031376518218624305,0.0025208652699710843,296.646,295.66299999999995,296.641,,42.85714285714291,-0.5286051897766129,-0.6506837607355066,0.12207857095889374,0
2023-02-02,AAPL,298.58,298.72,298.38,298.5,3611381,0.008548163665236252,0.008511834996342935,-0.001012589867350533,-0.0002354286483031709,0.007169798498080082,297.066,296.171,296.60900000000004,,51.42697257974257,-0.3061157178986491,-0.5817701521681351,0.275654434269486,1
2023-02-03,AAPL,297.53,297.57,295.69,297.24,1535377,-0.004221105527638214,-0.0042300395433883,0.008548163665236252,-0.003330417816053366,0.0031376518218624305,297.048,296.265,296.5035,,51.34078212290509,-0.22882492690706613,-0.5111811071159214,0.2823561802088552,0
2023-02-06,AAPL,297.21,297.77,296.65,297.38,4687043,0.00047099986542864514,0.0004708889798087367,-0.004221105527638214,-0.001012589867350533,-0.0002354286483031709,297.072,296.419,296.4525,,57.9503105590063,-0.15449368123671547,-0.4398436219400802,0.2853499407033647,1
2023-02-07,AAPL,299.12,300.34,298.46,299.13,2820668,0.005884726612415125,0.005867479239734078,0.00047099986542864514,0.008548163665236252,-0.003330417816053366,297.644,296.977,296.4325,,64.98533724340194,0.045104801054776544,-0.34285393734110886,0.3879587383958854,1
2023-02-08,AAPL,299.83,301.49,299.5,299.74,4514296,0.002039247150068535,0.0020371707080388,0.005884726612415125,-0.004221105527638214,-0.001012589867350533,298.398,297.522,296.52,,68.52286049237993,0.24963233218278447,-0.2243566834363302,0.47398901561911466,1
2023-02-09,AAPL,300.62,301.57,299.75,301.18,4193531,0.004804163608460588,0.004792660441823253,0.002039247150068535,0.00047099986542864514,0.008548163665236252,298.934,298.0,296.6695,,65.62099871959036,0.5219016818451223,-0.0751050103800397,0.597006692225162,1
2023-02-10,AAPL,299.88,300.63,299.69,300.46,2751957,-0.0023905969851916176,-0.0023934590243958,0.004804163608460588,0.005884726612415125,-0.004221105527638214,299.578,298.313,296.793,,64.54659949622179,0.6718346289384272,0.07428291748365368,0.5975517114547735,0
2023-02-13,AAPL,299.43,300.93,297.96,298.84,4482332,-0.005391732676562566,-0.005406320526677081,-0.0023905969851916176,0.002039247150068535,0.00047099986542864514,299.87,298.471,296.897,,67.38987508218275,0.6524164578128193,0.18990962554948682,0.4625068322633325,0
2023-02-14,AAPL,300.02,301.12,298.85,300.24,3902243,0.0046847811537948925,0.004673841719165118,-0.005391732676562566,0.004804163608460588,0.005884726612415125,300.092,298.868,297.168,,68.74606175173285,0.741448757269211,0.3002174518934317,0.4412313053757793,1
2023-02-15,AAPL,298.84,300.6,298.31,299.82,2303847,-0.0013988808952838383,-0.001399860242596813,0.0046847811537948925,-0.0023905969851916176,0.002039247150068535,300.108,299.25300000000004,297.45799999999997,,62.05923836389286,0.7692495758487894,0.3940238766845032,0.37522569916428616,0
2023-02-16,AAPL,297.67,298.99,296.85,298.16,3369203,-0.0055366553265291385,-0.005552039413165556,-0.0013988808952838383,-0.005391732676562566,0.004804163608460588,299.504,299.219,297.695,,52.78336686787405,0.6498428146122706,0.44518766427005674,0.20465515034221382,0
2023-02-17,AAPL,298.22,299.65,296.61,299.45,1435250,0.004326536088006261,0.004317203539468257,-0.0055366553265291385,0.0046847811537948925,-0.0023905969851916176,299.302,299.44,297.85249999999996,,56.78859268443895,0.6517908755852773,0.48650830653310084,0.16528256905217642,1
2023-02-20,AAPL,299.89,301.8,299.46,301.78,2562474,0.007780931708131433,0.007750816375033759,0.004326536088006261,-0.0013988808952838383,-0.005391732676562566,299.89,299.88,298.14950000000005,,65.76989124212942,0.8317582638053409,0.5555582979875489,0.27619996581779205,1
2023-02-21,AAPL,300.73,301.61,300.53,301.54,1648612,-0.0007952813307705586,-0.0007955977347326597,0.007780931708131433,-0.0055366553265291385,0.0046847811537948925,300.15,300.121,298.54900000000004,,65.99655370476744,0.944134328492737,0.6332735040885865,0.3108608244041505,0
2023-02-22,AAPL,301.07,301.98,299.43,300.12,1513667,-0.0047091596471446895,-0.004720282673244485,-0.0007952813307705586,0.004326536088006261,-0.0013988808952838383,300.21,300.159,298.8405,,54.969325153374264,0.908142534974445,0.6882473102657582,0.21989522470868672,0
2023-02-23,AAPL,298.52,298.71,297.05,297.74,4478057,-0.007930161268825842,-0.00796177222861686,-0.0047091596471446895,0.007780931708131433,-0.0055366553265291385,300.126,299.815,298.90749999999997,,51.43513203214696,0.6797370838136771,0.6865452649753421,-0.006808181161664928,0
2023-02-24,AAPL,297.11,297.55,295.8,297.31,4716564,-0.001444213071807643,-0.0014452569526846913,-0.007930161268825842,-0.0007952813307705586,0.004326536088006261,299.698,299.5,298.9065,,49.802371541502,0.45873865815997306,0.6409839436122684,-0.18224528545229535,0
2023-02-27,AAPL,296.59,296.6,295.86,295.98,4626869,-0.004473445225522177,-0.004483481022524619,-0.001444213071807643,-0.0047091596471446895,0.007780931708131433,298.538,299.214,298.84250000000003,,40.89068825910936,0.17426708640095967,0.5476405721700067,-0.37337348576904705,0
2023-02-28,AAPL,295.17,296.7,294.92,295.77,1289696,-0.0007095073991487677,-0.000709759218642399,-0.004473445225522177,-0.007930161268825842,-0.0007952813307705586,297.384,298.767,298.8175,,38.247483718176355,-0.06734758761427884,0.42464294021314963,-0.49199052782742847,0
2023-03-01,AAPL,294.82,296.47,293.06,294.48,2910525,-0.004361497109240164,-0.0043710361842938476,-0.0007095073991487677,-0.001444213071807643,-0.0047091596471446895,296.256,298.233,298.743,,29.98805256869771,-0.3587853226675861,0.2679572876370025,-0.6267426103045886,0
2023-03-02,AAPL,292.95,294.79,292.44,294.08,2804823,-0.0013583265417007606,-0.001359249903443596,-0.004361497109240164,-0.004473445225522177,-0.007930161268825842,295.524,297.825,298.522,,30.57247259439704,-0.6149398407559374,0.0913778619584145,-0.7063177027143519,0
2023-03-03,AAPL,292.99,294.73,291.78,294.24,1343992,0.0005440696409140244,0.0005439216886887193,-0.0013583265417007606,-0.0007095073991487677,-0.001444213071807643,294.91,297.304,298.37199999999996,,34.625668449197946,-0.7958593083093888,-0.08606957209514617,-0.7097897362142426,1
2023-03-06,AAPL,295.23,297.01,293.83,294.35,4567972,0.0003738444806959951,0.0003737746182593702,0.0005440696409140244,-0.004361497109240164,-0.004473445225522177,294.584,296.56100000000004,298.2205,,28.456474030724195,-0.9197607793748261,-0.25280781355108217,-0.666952965823744,1
2023-03-07,AAPL,296.21,297.1,296.09,296.92,1239019,0.008731102429081039,0.008693206775075851,0.0003738444806959951,-0.0013583265417007606,-0.0007095073991487677,294.814,296.09900000000005,298.11,,40.834386852086006,-0.8013387321540222,-0.3625139972716702,-0.43882473488235196,1
2023-03-08,AAPL,295.44,296.0,294.19,295.14,4832319,-0.00599488077596666,-0.006012922214042831,0.008731102429081039,0.0005440696409140244,-0.004361497109240164,294.946,295.601,297.88,,40.52697616060213,-0.8414201625975011,-0.4582952303368364,-0.3831249322606647,0
2023-03-09,AAPL,295.55,296.06,294.28,295.25,2067057,0.00037270447923032357,0.00037263504216837135,-0.00599488077596666,0.0003738444806959951,-0.0013583265417007606,295.18,295.352,297.5835,,35.772357723577315,-0.8544592301803391,-0.537528030305537,-0.3169311998748021,1
2023-03-10,AAPL,296.54,297.03,295.76,296.18,4293191,0.003149872988992497,0.003144922531885709,0.00037270447923032357,0.008731102429081039,0.0005440696409140244,295.568,295.23900000000003,297.36949999999996,297.3956,29.041916167664894,-0.7807495625579577,-0.5861723367560212,-0.19457722580193648,1
2023-03-13,AAPL,295.77,296.0,294.88,295.2,3089387,-0.0033087987034912114,-0.0033142848830399387,0.003149872988992497,-0.00599488077596666,0.0003738444806959951,295.738,295.161,297.1875,297.3332,27.517730496454007,-0.7922790302320664,-0.6273936754512303,-0.1648853547808361,0
2023-03-14,AAPL,295.42,296.64,295.02,295.1,3532462,-0.0003387533875337523,-0.00033881077742358074,-0.0033087987034912114,0.00037270447923032357,0.008731102429081039,295.37399999999997,295.094,296.9305,297.2458,30.35993740219112,-0.800260476070946,-0.6619670355751734,-0.13829344049577252,0
2023-03-15,AAPL,295.05,295.5,293.75,294.05,2621418,-0.003558115892917657,-0.003564461042928749,-0.0003387533875337523,0.003149872988992497,-0.00599488077596666,295.15600000000006,295.05100000000004,296.642,297.1638,33.886462882096225,-0.8811546518584237,-0.7058045588318236,-0.1753500930266001,0
2023-03-16,AAPL,293.14,294.37,291.25,293.46,2609751,-0.0020064614861419194,-0.0020084771266442657,-0.003558115892917657,-0.0033087987034912114,0.00037270447923032357,294.798,294.98900000000003,296.40700000000004,297.0502,33.4194659776056,-0.9815571582234952,-0.760955078710158,-0.2206020795133372,0
2023-03-17,AAPL,292.07,292.99,291.05,291.55,3198851,-0.006508553124786931,-0.006529826111155726,-0.0020064614861419194,-0.0003387533875337523,0.003149872988992497,293.872,294.71999999999997,296.01200000000006,296.89419999999996,31.829368334700717,-1.2013989263645044,-0.8490438482410274,-0.352355078123477,0
2023-03-20,AAPL,291.74,292.42,289.89,290.8,4589014,-0.002572457554450347,-0.0025757720088006968,-0.006508553124786931,-0.003558115892917657,-0.0033087987034912114,292.992,294.365,295.46299999999997,296.7422,30.479183032207615,-1.4197775318724553,-0.963190584967313,-0.45658694690514223,0
2023-03-21,AAPL,291.68,293.36,290.19,291.94,1785291,0.003920220082531012,0.003912556043067757,-0.002572457554450347,-0.0020064614861419194,-0.0003387533875337523,292.36,293.867,294.983,296.5904,39.90461049284578,-1.4837519090439741,-1.0673028497826453,-0.4164490592613288,1
2023-03-22,AAPL,292.1,293.36,291.25,292.07,1048207,0.00044529697883133323,0.00044519786355438575,0.003920220082531012,-0.006508553124786931,-0.003558115892917657,291.964,293.56,294.5805,296.472,41.835905767668635,-1.5065950602862017,-1.1551612918833567,-0.351433768402845,1
2023-03-23,AAPL,292.17,293.78,292.09,293.05,4217269,0.003355360016434439,0.0033497433564519427,0.00044529697883133323,-0.002572457554450347,-0.0020064614861419194,291.882,293.34000000000003,294.346,296.3692,45.46839299314549,-1.4291463034498975,-1.209958294196665,-0.21918800925323256,1
2023-03-24,AAPL,294.06,294.79,292.36,294.04,3538272,0.0033782630950349724,0.0033725695834486446,0.003355360016434439,0.003920220082531012,-0.006508553124786931,292.38,293.12600000000003,294.1825,296.2902,48.89364739471805,-1.273206151473289,-1.2226078656519899,-0.050598285821299216,1
2023-03-27,AAPL,294.58,296.45,293.2,295.59,4453431,0.005271391647394763,0.005257546496605849,0.0033782630950349724,0.00044529697883133323,-0.002572457554450347,293.338,293.165,294.163,296.2668,44.880677444187675,-1.012874623269738,-1.1806612171755395,0.16778659390580142,1
2023-03-28,AAPL,295.45,296.74,293.94,294.47,1407466,-0.0037890321052808096,-0.0037962286718610425,0.005271391647394763,0.003355360016434439,0.003920220082531012,293.84399999999994,293.102,294.098,296.2598,47.28304947283064,-0.8867131738421676,-1.1218716085088651,0.2351584346666975,0
2023-03-29,AAPL,295.59,296.06,295.17,295.64,2738165,0.0039732400584098215,0.003965367586054117,-0.0037890321052808096,0.0033782630950349724,0.00044529697883133323,294.558,293.26099999999997,294.156,296.29220000000004,51.45631067961161,-0.6844304066401037,-1.034383368135113,0.3499529614950092,1
2023-03-30,AAPL,295.21,295.69,293.94,294.12,3253185,-0.005141388174807138,-0.0051546505886644264,0.0039732400584098215,0.005271391647394763,0.003355360016434439,294.77200000000005,293.327,294.158,296.30620000000005,42.632331902718086,-0.6394005416624964,-0.9553868028405896,0.31598626117809325,0
2023-03-31,AAPL,294.34,294.43,292.95,294.38,4321802,0.0008839929280566317,0.0008836024364191573,-0.005141388174807138,-0.0037890321052808096,0.0033782630950349724,294.84000000000003,293.61,294.165,296.26779999999997,46.90799396681748,-0.5760933763191929,-0.8795281175363103,0.30343474121711744,1
2023-04-03,AAPL,295.27,296.91,294.43,296.87,4212405,0.008458455058088177,0.008422882777372024,0.0008839929280566317,0.0039732400584098215,0.005271391647394763,295.096,294.217,294.291,296.2884,55.654952076677304,-0.32129610003806874,-0.767881714036662,0.4465856139985933,1
2023-04-04,AAPL,298.38,300.13,297.8,299.99,4895429,0.010509650688853789,0.010454808225487255,0.008458455058088177,-0.005141388174807138,-0.0037890321052808096,296.2,295.022,294.4445,296.41720000000004,66.76072234762992,0.13088177853023808,-0.5881290155232821,0.7190107940535202,1
2023-04-05,AAPL,299.7,300.17,298.63,299.38,2210775,-0.00203340111337047,-0.00203547128021015,0.010509650688853789,0.0008839929280566317,0.0039732400584098215,296.948,295.75300000000004,294.65649999999994,296.519,66.68545659526512,0.43499969731129795,-0.3835032729563661,0.818502970267664,0
2023-04-06,AAPL,300.11,300.44,298.7,299.24,3841722,-0.00046763310842401484,-0.0004677424828854707,-0.00203340111337047,0.008458455058088177,-0.005141388174807138,297.972,296.372,294.856,296.57579999999996,74.07639323732019,0.6571433693214317,-0.1753739445008066,0.8325173138222383,0
2023-04-07,AAPL,301.15,301.41,300.68,300.92,3594292,0.005614222697500448,0.005598521687816763,-0.00046763310842401484,0.010509650688853789,0.0008839929280566317,299.28000000000003,297.06,295.093,296.6476,79.94082840236712,0.957715837485182,0.051244011896391106,0.9064718255887909,1
2023-04-10,AAPL,301.27,301.41,300.47,300.82,1386162,-0.00033231423634194623,-0.0003323694649536255,0.005614222697500448,-0.00203340111337047,0.008458455058088177,300.07000000000005,297.58299999999997,295.374,296.7188,77.99495586380849,1.1743157388957002,0.27585835729625297,0.8984573815994472,0
2023-04-11,AAPL,300.07,300.96,298.91,298.92,3706027,-0.006316069410278513,-0.006336100164977829,-0.00033231423634194623,-0.00046763310842401484,0.010509650688853789,299.85600000000005,298.028,295.565,296.7718,69.42711287578013,1.1790670492441677,0.45650009568583594,0.7225669535583318,0
2023-04-12,AAPL,297.74,299.44,297.03,299.17,1423157,0.0008363441723537868,0.0008359946314438968,-0.006316069410278513,0.005614222697500448,-0.00203340111337047,299.814,298.38100000000003,295.821,296.8358,68.1065088757398,1.189295944255207,0.6030592653997102,0.5862366788554967,1
2023-04-13,AAPL,298.59,298.6,298.54,298.56,3475359,-0.0020389744961059053,-0.0020410560345542877,0.0008363441723537868,-0.00033231423634194623,-0.00046763310842401484,299.678,298.825,296.07599999999996,296.837,63.680387409201025,1.1350958369931163,0.7094665797183914,0.4256292572747249,0
2023-04-14,AAPL,297.92,298.23,296.21,297.32,4699367,-0.00415326902465174,-0.0041619178018863475,-0.0020389744961059053,-0.006316069410278513,0.005614222697500448,298.95799999999997,299.11899999999997,296.3645,296.8386,55.33621221468238,0.9807784214801245,0.7637289480707381,0.2170494734093864,0
2023-04-17,AAPL,297.24,297.52,295.88,296.25,3526957,-0.003598816090407575,-0.0036053074077517277,-0.00415326902465174,0.0008363441723537868,-0.00033231423634194623,298.044,299.05699999999996,296.63700000000006,296.81600000000003,55.507425742574185,0.7633413760328835,0.7636514336631672,-0.0003100576302836888,0
2023-04-18,AAPL,294.63,296.59,293.59,295.57,4892584,-0.0022953586497890255,-0.002297997023570536,-0.003598816090407575,-0.0020389744961059053,-0.006316069410278513,297.37399999999997,298.615,296.8185,296.7448,49.776643267389936,0.5300406552290724,0.7169292779763483,-0.1868886227472759,0
2023-04-19,AAPL,297.54,298.38,296.86,297.83,4599120,0.007646242852792806,0.007617158501170386,-0.0022953586497890255,-0.00415326902465174,0.0008363441723537868,297.10599999999994,298.46,297.1065,296.7066,61.30408287629486,0.5214997411493982,0.6778433706109583,-0.1563436294615601,1
2023-04-20,AAPL,299.63,299.85,298.49,299.54,2093767,0.005741530403250206,0.00572511063730867,0.007646242852792806,-0.003598816090407575,-0.0020389744961059053,297.302,298.48999999999995,297.431,296.6738,64.44568868980964,0.6452753812163223,0.6713297727320312,-0.026054391515708875,1
2023-04-21,AAPL,300.93,301.83,299.65,299.78,1562196,0.0008012285504439554,0.0008009077382001147,0.005741530403250206,-0.0022953586497890255,-0.00415326902465174,297.794,298.37600000000003,297.71799999999996,296.66020000000003,59.320948110185675,0.754042331340429,0.6878722844537108,0.06617004688671813,1
2023-04-24,AAPL,299.5,299.51,297.84,298.59,2656195,-0.0039695776903062585,-0.003977477376367863,0.0008012285504439554,0.007646242852792806,-0.003598816090407575,298.262,298.15299999999996,297.868,296.6552,44.88304093567239,0.7357367528753116,0.6974451781380311,0.03829157473728051,0
2023-04-25,AAPL,296.16,297.08,295.49,296.3,4567945,-0.007669379416591182,-0.007698940346562186,-0.0039695776903062585,0.005741530403250206,-0.0022953586497890255,298.408,297.89099999999996,297.9595,296.57640000000004,39.97395833333336,0.530332248347122,0.6640225921798493,-0.13369034383272727,0
2023-04-26,AAPL,296.4,297.1,295.74,296.63,2009561,0.0011137360782988992,0.0011131163343842693,-0.007669379416591182,0.0008012285504439554,0.007646242852792806,298.168,297.637,298.009,296.5126,41.607717041800576,0.3896839072113494,0.6091548551861493,-0.21947094797479993,1
2023-04-27,AAPL,295.89,297.64,295.67,296.56,1884003,-0.00023598422276904785,-0.00023601207142706125,0.0011137360782988992,-0.0039695776903062585,0.005741530403250206,297.572,297.437,298.13100000000003,296.4806,34.361549497847804,0.2694644501139578,0.541216774171711,-0.2717523240577532,0
2023-04-28,AAPL,296.78,298.59,296.07,296.23,3234554,-0.001112759643916883,-0.001113379220598713,-0.00023598422276904785,-0.007669379416591182,0.0008012285504439554,296.86199999999997,297.32800000000003,298.2235,296.4162,33.803810868031036,0.14587981050652843,0.4621493814386745,-0.3162695709321461,0
2023-05-01,AAPL,295.63,295.74,295.59,295.61,1267914,-0.002092968301657505,-0.0020951616207125824,-0.001112759643916883,0.0011137360782988992,-0.0039695776903062585,296.26599999999996,297.264,298.1605,296.2928,37.160589604344366,-0.002066899277167522,0.36930612529550616,-0.3713730245726737,0
2023-05-02,AAPL,295.71,297.7,294.89,295.74,2249533,0.00043976861405226053,0.00043967194417585446,-0.002092968301657505,-0.00023598422276904785,-0.007669379416591182,296.154,297.281,297.948,296.1768,36.57008613938909,-0.10758563885957528,0.2739277724644899,-0.3815134113240652,1
2023-05-03,AAPL,296.46,296.53,295.51,296.13,1614482,0.0013187259078919489,0.0013178571525647735,0.00043976861405226053,-0.001112759643916883,0.0011137360782988992,296.054,297.111,297.78549999999996,296.097,40.31872509960149,-0.15791985774762907,0.18755824642206614,-0.3454781041696952,1
2023-05-04,AAPL,296.86,296.9,296.64,296.85,1043892,0.002431364603383779,0.002428413618778258,0.0013187259078919489,-0.002092968301657505,-0.00023598422276904785,296.11199999999997,296.842,297.666,296.0792,48.046550290939436,-0.13811994539219086,0.12242260805921475,-0.2605425534514056,1
2023-05-05,AAPL,295.25,295.91,293.63,293.79,1690496,-0.01030823648307222,-0.010361734315871582,0.002431364603383779,0.00043976861405226053,-0.001112759643916883,295.624,296.243,297.30949999999996,296.0088,41.226818830242536,-0.3651357411775962,0.024910938211852557,-0.3900466793894487,0
2023-05-08,AAPL,294.47,295.71,293.19,293.71,1165213,-0.00027230334592753813,-0.00027234042721536507,-0.01030823648307222,0.0013187259078919489,-0.002092968301657505,295.244,295.755,296.954,295.9634,43.0700447093889,-0.5452177949561019,-0.08911480842173833,-0.45610298653436354,0
2023-05-09,AAPL,294.4,295.2,294.35,294.69,2754155,0.0033366245616424095,0.0033310703812902734,-0.00027230334592753813,0.002431364603383779,0.00043976861405226053,295.034,295.594,296.7425,295.9418,37.06754530477764,-0.6019177767489623,-0.19167540208718314,-0.41024237466177915,1
2023-05-10,AAPL,295.43,295.82,293.52,294.31,1554670,-0.0012894906511927706,-0.0012903227596701829,0.0033366245616424095,-0.01030823648307222,0.0013187259078919489,294.66999999999996,295.36199999999997,296.4995,295.9384,25.809435707677864,-0.6697947678773062,-0.2872992752452078,-0.38249549263209837,0
2023-05-11,AAPL,292.23,292.33,291.83,292.11,4222195,-0.007475111277224666,-0.007503189936443156,-0.0012894906511927706,-0.00027230334592753813,0.002431364603383779,293.72200000000004,294.91700000000003,296.177,295.899,19.968676585747957,-0.8908403333723527,-0.4080074868706368,-0.4828328465017159,0
2023-05-12,AAPL,291.76,291.82,291.69,291.7,4363357,-0.0014035808428333185,-0.0014045667850989426,-0.007475111277224666,0.0033366245616424095,-0.01030823648307222,293.304,294.464,295.896,295.8482,21.267723102585563,-1.0865787070978286,-0.5437217309160751,-0.5428569761817534,0
2023-05-15,AAPL,291.87,292.05,290.67,291.5,1830241,-0.0006856359273225143,-0.0006858710831285885,-0.0014035808428333185,-0.0012894906511927706,-0.00027230334592753813,292.86199999999997,294.053,295.6585,295.7912,25.757575757575793,-1.243506735434437,-0.6836787318197475,-0.5598280036146894,0
2023-05-16,AAPL,290.94,292.62,290.41,291.86,2477419,0.0012349914236706727,0.001234229449052626,-0.0006856359273225143,-0.007475111277224666,0.0033366245616424095,292.296,293.665,295.473,295.69000000000005,25.981873111782733,-1.323567079738723,-0.8116564014035426,-0.5119106783351803,1
2023-05-17,AAPL,291.16,292.15,290.88,291.61,4720944,-0.0008565750702391739,-0.0008569421402949936,0.0012349914236706727,-0.0014035808428333185,-0.0012894906511927706,291.75600000000003,293.213,295.162,295.6194,25.519287833828116,-1.3911520551367857,-0.9275555321501914,-0.4635965229865944,0
2023-05-18,AAPL,291.04,292.55,289.55,291.03,4688977,-0.0019889578546690156,-0.001990938458002962,-0.0008565750702391739,-0.0006856359273225143,-0.007475111277224666,291.54,292.631,294.73650000000004,295.535,24.903474903475,-1.474517468281931,-1.0369479193765394,-0.4375695489053917,0
2023-05-19,AAPL,291.52,292.16,290.66,290.67,2235017,-0.0012369858777444565,-0.0012377515762793086,-0.0019889578546690156,0.0012349914236706727,-0.0014035808428333185,291.334,292.319,294.28100000000006,295.4248,25.54455445544575,-1.5517465815063929,-1.1399076518025102,-0.4118389297038827,0
2023-05-22,AAPL,291.25,292.78,289.8,291.74,2352257,0.0036811504455223076,0.003674391593044622,-0.0012369858777444565,-0.0008565750702391739,-0.0006856359273225143,291.38199999999995,292.122,293.93850000000003,295.35560000000004,31.884057971014613,-1.5092138744143426,-1.2137688963248767,-0.2954449780894659,1
